template,action,template_skeleton,prompt_preview,target_preview,variant_note,source_prompt_preview,source_target_preview
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL6808, <GATE> A3, <RWY> 14, <TXWY> Kilo, Bravo, Lima, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> AAL6808, at Gate <GATE> A3, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, AAL6808, at Gate A3, request taxi to Runway 14. Structured context: - callsign: AAL6808 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL6808, <GATE> A3, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: AAL6808, taxi to Runway 14 via Kilo, Bravo, Lima, hold short of Runway 23R."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA7962, <ALT> 4000ft, <RWY> 14, <DIST> 24.7NM [Pilot]: Greensboro Approach, <F#> SWA7962, level 9000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, SWA7962, level 9000 feet, inbound for landing. Structured context: - callsign: SWA7962 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA7962, <ALT> 4000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: SWA7962, radar contact, descend and maintain 4000, expect ILS Runway 14."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT5694, <GATE> A1, <RWY> 05L, <TXWY> Charlie, Golf, Juliet, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> FFT5694, at Gate <GATE> A1, request taxi to Runway <RWY> 05L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT5694, at Gate A1, request taxi to Runway 05L. Structured context: - callsign: FFT5694 - runway: 05L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT5694, <GATE> A1, <RWY> 05L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: FFT5694, taxi to Runway 05L via Charlie, Golf, Juliet, hold short of Runway 14."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU7223, <ALT> 5000ft, <RWY> 05R, <DIST> 19.1NM [Pilot]: Greensboro Approach, <F#> JBU7223, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU7223, level 6000 feet, inbound for landing. Structured context: - callsign: JBU7223 - runway: 05R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU7223, <ALT> 5000ft, <RWY> 05R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU7223, radar contact, descend and maintain 5000, expect ILS Runway 05R."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL5320, <WIND> 210 at 13, <RWY> 32, <DIST> 14mi [Pilot]: Greensboro Tower, <F#> AAL5320, <DIST> 14 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, AAL5320, 14 miles out. Structured context: - callsign: AAL5320 - runway: 32 - taxi_route: Alpha, Kilo, Golf","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL5320, <WIND> 210 at 13, <RWY> 32, <DIST> 14mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: AAL5320, wind 210 at 13, Runway 32 cleared to land."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA2127, <TXWY> Delta, Hotel, Charlie, <GATE> D2 [Pilot]: Greensboro Ground, <F#> ASA2127, clear of active, request taxi to Gate <GATE> D2.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, ASA2127, clear of active, request taxi to Gate D2. Structured context: - callsign: ASA2127 - runway: 14 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA2127, <TXWY> Delta, Hotel, Charlie, <GATE> D2 [Pilot]: Greensboro Ground, <F#",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: ASA2127, taxi to Gate D2 via Delta, Hotel, Charlie."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3558X, <GATE> D2, <RWY> 23L, <TXWY> Bravo, Kilo, Hotel, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> N3558X, at Gate <GATE> D2, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N3558X, at Gate D2, request taxi to Runway 23L. Structured context: - callsign: N3558X - runway: 23L - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3558X, <GATE> D2, <RWY> 23L, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: N3558X, taxi to Runway 23L via Bravo, Kilo, Hotel, hold short of Runway 14."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT5987, <ALT> 3000ft, <RWY> 05L, <DIST> 11.0NM [Pilot]: Greensboro Approach, <F#> FFT5987, level 9000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, FFT5987, level 9000 feet, inbound for landing. Structured context: - callsign: FFT5987 - runway: 05L - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT5987, <ALT> 3000ft, <RWY> 05L",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: FFT5987, radar contact, descend and maintain 3000, expect ILS Runway 05L."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA2068, <TXWY> Juliet, Foxtrot, Alpha, <GATE> A1 [Pilot]: Greensboro Ground, <F#> SWA2068, clear of active, request taxi to Gate <GATE> A1.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA2068, clear of active, request taxi to Gate A1. Structured context: - callsign: SWA2068 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA2068, <TXWY> Juliet, Foxtrot, Alpha, <GATE> A1 [Pilot]: Greensboro Ground, <F",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: SWA2068, taxi to Gate A1 via Juliet, Foxtrot, Alpha."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT756, <TXWY> Alpha, Juliet, Charlie, <GATE> D4 [Pilot]: Greensboro Ground, <F#> FFT756, clear of active, request taxi to Gate <GATE> D4.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT756, clear of active, request taxi to Gate D4. Structured context: - callsign: FFT756 - runway: 23R - t","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT756, <TXWY> Alpha, Juliet, Charlie, <GATE> D4 [Pilot]: Greensboro Ground, <F#",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: FFT756, taxi to Gate D4 via Alpha, Juliet, Charlie."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL1333, <GATE> C1, <RWY> 23R, <TXWY> Lima, Delta, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> DAL1333, at Gate <GATE> C1, request taxi to Runway <RWY> 23R.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, DAL1333, at Gate C1, request taxi to Runway 23R. Structured context: - callsign: DAL1333 - runway: 23R - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL1333, <GATE> C1, <RWY> 23R, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: DAL1333, taxi to Runway 23R via Lima, Delta, Echo, hold short of Runway 05L."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9, <WIND> 210 at 10, <RWY> 23L, <DIST> 8mi [Pilot]: Greensboro Tower, <F#> DAL9, <DIST> 8 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL9, 8 miles out. Structured context: - callsign: DAL9 - runway: 23L - taxi_route: Hotel, Foxtrot, Kilo - ","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9, <WIND> 210 at 10, <RWY> 23L, <DIST> 8mi [Pilot]: Gre",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL9, wind 210 at 10, Runway 23L cleared to land."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL4367, <WIND> 260 at 10, <RWY> 05L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL4367, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL4367, 15 miles out. Structured context: - callsign: DAL4367 - runway: 05L - taxi_route: Delta, Golf - ga","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL4367, <WIND> 260 at 10, <RWY> 05L, <DIST> 15mi [Pilot]:",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL4367, wind 260 at 10, Runway 05L cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT2880, <ALT> 6000ft, <RWY> 05R, <DIST> 24.0NM [Pilot]: Greensboro Approach, <F#> FFT2880, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, FFT2880, level 6000 feet, inbound for landing. Structured context: - callsign: FFT2880 - runway: 05R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT2880, <ALT> 6000ft, <RWY> 05R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: FFT2880, radar contact, descend and maintain 6000, expect ILS Runway 05R."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL8999, <TXWY> Lima, Charlie, Echo, <GATE> C5 [Pilot]: Greensboro Ground, <F#> UAL8999, clear of active, request taxi to Gate <GATE> C5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL8999, clear of active, request taxi to Gate C5. Structured context: - callsign: UAL8999 - runway: 14 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL8999, <TXWY> Lima, Charlie, Echo, <GATE> C5 [Pilot]: Greensboro Ground, <F#> ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: UAL8999, taxi to Gate C5 via Lima, Charlie, Echo."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA2591, <ALT> 4000ft, <RWY> 23R, <DIST> 9.9NM [Pilot]: Greensboro Approach, <F#> SWA2591, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, SWA2591, level 6000 feet, inbound for landing. Structured context: - callsign: SWA2591 - runway: 23R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA2591, <ALT> 4000ft, <RWY> 23R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: SWA2591, radar contact, descend and maintain 4000, expect ILS Runway 23R."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL8404, <WIND> 290 at 14, <RWY> 05R, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> DAL8404, <DIST> 10 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL8404, 10 miles out. Structured context: - callsign: DAL8404 - runway: 05R - taxi_route: Bravo, Charlie -","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL8404, <WIND> 290 at 14, <RWY> 05R, <DIST> 10mi [Pilot]:",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL8404, wind 290 at 14, Runway 05R cleared to land."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT4786, <TXWY> Charlie, Alpha, <GATE> D4 [Pilot]: Greensboro Ground, <F#> FFT4786, clear of active, request taxi to Gate <GATE> D4.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT4786, clear of active, request taxi to Gate D4. Structured context: - callsign: FFT4786 - runway: 14 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT4786, <TXWY> Charlie, Alpha, <GATE> D4 [Pilot]: Greensboro Ground, <F#> FFT47",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: FFT4786, taxi to Gate D4 via Charlie, Alpha."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9472, <WIND> 210 at 4, <RWY> 05R, <DIST> 7mi [Pilot]: Greensboro Tower, <F#> DAL9472, <DIST> 7 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL9472, 7 miles out. Structured context: - callsign: DAL9472 - runway: 05R - taxi_route: Charlie, Alpha - ","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9472, <WIND> 210 at 4, <RWY> 05R, <DIST> 7mi [Pilot]: G",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL9472, wind 210 at 4, Runway 05R cleared to land."
